ALL_ASIN,ALL_TITLE
'B0000025AK,streisand superman
'B0000025D3,twin sons of different mothers
'B00000256U,cardiff rose
'B0000025BY,pure mania
'B0000025AO,never letting go
'B0000025CM,central heating
'B0000025A7,too hot to handle
'B0000025AS,all 'n all
'B0000025DR,face the music
'B0000025EI,you don't bring me flowers
'B000002584,it looks like snow
'B0000025DD,david gilmour
'B0000025F7,off the wall
'B0000025B9,writer
'B0000025EN,phoenix
'B0000025C3,double live gonzo
'B0000025FA,million mile reflections
'B00000256T,saddle tramp
'B0000025H2,keep the fire
'B0000025GB,nine lives
'B0000025DT,new world record
'B0000025CO,jeff wayne's musical version of: the war of the worlds
'B00000253O,blood on the tracks
'B0000025IU,full moon
'B0000025FM,back on the street
'B0000025HK,romantics
'B0000025IA,triumph
'B0000025H9,willie sings kristofferson
'B0000025ED,52nd street
'B0000025FJ,dream police
'B0000025HE,hydra
'B0000025DK,cheryl lynn
'B0000025K6,psychedelic furs
'B0000025HD,special view
'B0000025GT,you're only lonely
'B0000025KF,hi infidelity
'B0000025L7,kings of the wild frontier
'B0000025LB,point of entry
'B0000025NI,scissors cut
'B0000024ZL,live concert at the forum
'B0000025JQ,alive
'B0000025NU,songs in the attic
'B0000025KW,seven year ache
'B0000025GR,winner takes all
'B0000025NB,talk talk talk
'B0000025OA,the jacksons live
'B0000025OM,weather report
'B0000025NJ,innocent age
'B0000025JT,guilty
'B0000025OL,prince charming
'B0000025HY,face to face
'B0000025OY,memories
'B0000025NR,wild heart of the young
'B0000025R3,business as usual
'B0000025JY,loverboy
'B0000025RM,hughes / thrall
'B0000025RD,12 greatest hits vol. 2
'B0000025OR,get lucky
'B0000025UL,juicy fruit
'B0000025RI,thriller
'B0000025TB,friend or foe
'B0000025UG,feline
'B0000025UZ,cargo
'B0000025ON,on the way to the sky
'B0000025YM,defenders of the faith
'B0000025YO,all over the place
'B0000025VL,classics: the early years
'B0000025YF,busy body
'B0000025V4,between the sheets
'B0000025VC,keep it up
'B0000025WY,isolation
'B0000025WQ,she's so unusual
'B0000025ZJ,99 luftballoons
'B0000025Z4,soul mining
'B0000025V1,fastway
'B000002605,voices carry
'B0000025Z8,mirror moves
'B0000025XA,windows &amp; walls
'B0000025XT,strip
'B00000261U,two steps from the move
'B00000261N,wheels are turnin
'B00000261P,make it big
'B000002610,chinese wall
'B0000025ZZ,let's hear it for the boy
'B0000025VH,subject
'B0000025ZI,99 luftballons
'B0000025YB,warrior
'B00000263P,aural sculpture
'B00000260Q,metropolis - original motion picture soundtrack
'B00000264U,caravan of love
'B00000263H,lovin every minute of it
'B00000261A,moments
'B00000264F,wings of tomorrow
'B0000025Z9,heatwave - heatwave - greatest hits
'B00000265F,romantically yours
'B000002652,lisa lisa and cult jam with full force
'B000002638,dream of a lifetime
'B00000264E,balance of power
'B00000266C,music from the edge
'B0000025ZB,the best of kansas
'B000002688,midnight to midnight
'B00000269T,dreamtime
'B00000266N,welcome home
'B000002678,surface
'B00000267G,exile - greatest hits
'B000002631,night i fell in love
'B00000268T,back to avalon
'B0000026BA,kings record shop
'B0000026CT,law of the fish
'B00000267I,the bridge
'B00000269N,bad
'B0000026DY,hot august night 2
'B0000026CZ,in the city of angels
'B00000268M,strawberry moon
'B0000026DP,qr
'B0000026IV,gilberto with turrentine
'B0000026IC,vivid
'B0000026IF,what's bootsy doin
'B0000026IJ,up your alley
'B0000026KO,any love
'B0000026HY,everything's different now
'B0000026KG,pattern disruptive
'B0000026L1,viva santana
'B0000026L9,songs of kris kristofferson
'B0000026LT,stay with me
'B0000026NB,michel camilo
'B0000026J6,i'm your man
'B0000026KZ,danger danger
'B0000026M1,all of this &amp; nothing
'B0000026QU,the disregard of timekeeping
'B0000026RS,hits 1979-1989
'B0000026SF,europe
'B0000026TC,jazz goes to college
'B0000026TH,steady on
'B0000026QS,garfunkel
'B0000026TQ,body talk
'B0000026W6,eddie money - greatest hits: the sound of money
'B0000026T4,trash
'B0000026V4,simple man
'B0000026WR,puzzle of hearts
'B0000026UV,neck and neck
'B000002728,livin' like hustlers
'B00000272N,facelift
'B00000273U,leap of faith
'B0000026XD,bad of the heart
'B000002756,steppin on the blues
'B000002757,robert johnson: the complete recordings
'B00000275E,still cyco after all these years
'B00000273W,the reality of my surroundings
'B0000027DL,power of love
'B0000027DJ,hey stoopid
'B00000274F,native dancer
'B0000027E4,antics in the forbidden zone
'B0000027H0,what i like about you (and other romantic hits)
'B0000027EG,renegade
'B0000027HO,the stranglers - greatest hits 1977-1990
'B0000027HU,gonna make you sweat
'B0000027H5,james taylor (live)
'B0000027T1,biscuits
'B0000027S9,straight checkn'em
'B0000027RY,cypress hill
'B00000285C,world of wonders
'B00000283Y,the best of surface: a nice time 4 lovin'
'B00000285B,the trouble with normal
'B00000284T,en tact
'B000002820,next exit
'B000002877,father of the delta blues: the complete 1965 sessions
'B000002879,come on come on
'B00000286V,love is reality
'B0000028L5,walk the dog &amp; light the light
'B000002859,humans
'B0000028R2,through the fire
'B0000028QO,hat full of stars
'B0000028RH,boss drum
'B0000028R5,everything's alright forever
'B0000028PD,give a monkey a brain and he'll swear he's the center of the universe
'B0000028S8,the best of patti austin
'B0000028SB,music to driveby
'B0000028QI,life of surprises: best of
'B0000028RG,lean on me: the best of bill withers
'B0000028QZ,turn it upside down
'B0000028RR,rage against the machine
'B0000028XW,whaler
'B0000028W3,boces
'B0000028S2,brazilian byrd: music of antonio carlos jobim
'B00000292D,one thing
'B00000294R,lifestylez ov da poor &amp; dangerous
'B00000293W,rendezvous
'B00000295Y,black sunday
'B000002962,soul alone
'B00000295A,emergency on planet earth
'B0000029AS,rocks
'B0000029AN,get your wings
'B0000029B3,rock in a hard place
'B0000029A6,midnight on the water
'B0000029B0,aerosmith's greatest hits
'B0000029BG,a star is born (1976 film)
'B0000029AW,live bootleg
'B0000029DD,grace
'B0000029AP,toys in the attic
'B0000029DZ,rodney crowell - greatest hits
'B0000029FS,rhythm machine
'B000002977,hummin' comin' at cha
'B0000029FW,return to pooh corner
'B0000029AL,aerosmith
'B0000029AU,draw the line
'B0000029I0,4 5 6
'B0000029GK,pride
'B0000029JT,b-side babies
'B0000029GI,we come strapped
'B0000029K3,baltimore
'B0000029JQ,here came the psychedelic furs: b-sides &amp; lost grooves
'B0000029JI,cover girl
'B0000029J5,keb mo
'B000002A5A,master sessions 1
'B000002A5J,stones in the road
'B000002A7F,teenage symphonies to god
'B000002A4G,quiet riot - the greatest hits
'B000002A5E,i ain't movin
'B000002AAJ,kiss &amp; say goodbye: the best of the manhattans
'B000002ACB,best of my love: the best of the emotions
'B000002AAL,time further out
'B000002ACY,simple songs of freedom
'B000002ABF,old friends
'B000002ADV,meet betty carter &amp; ray bryant
'B000002AEN,avalon blues : complete 1928 okeh recordings
'B000002AGS,salt song
'B000002AH6,porgy &amp; bess
'B000002AIJ,powder keg
'B000002AIH,volunteer jam 7 - live
'B000002AHQ,best of john denver live
'B000002AIK,windows
'B000002AI3,king of the delta blues
'B000002AIB,givin it back
'B000002AII,nightrider
'B000002AGW,beyond blue horizon
'B000002AMJ,back stabbers
'B000002AI9,brother brother brother
'B000002AOD,one more once
'B000002AP1,raw power
'B000002AP3,james taylor (best live)
'B000002AMV,la cuna
'B000002ANP,anything goes
'B000002ASA,maxwell's urban hang suite
'B000002AVB,the best of mfsb:  love is the message
'B000002AXG,reachin back
'B000002AV5,the best of sade
'B000002AZW,booty &amp; the beast
'B000002AZP,rude awakening
'B000002AZD,hanky panky
'B000002AZX,various positions
'B000002AZY,songs of love &amp; hate
'B000002B23,bizarre fruit
'B000002B1M,it was written
'B000002B0J,return of the space cowboy
'B000002AZZ,new skin for the old ceremony
'B000002B0S,cypress hill 3: temples of boom
'B000002B4C,mind adventures
'B000002B8A,alice in chains
'B000002BA5,greatest hits 1985-1995
'B000002B2N,very fine love
'B000002B56,death threatz
'B000002BEX,salt peter
'B000002BHM,your secret love
'B000002BE9,tidal
'B000002BFL,the ghost of tom joad
'B000002BHV,handsome
'B000002BLH,ginuwine: bachelor
'B000002BK4,whatever comes first
'B000002BPA,receiving the gift of flavor
'B000002BOJ,whatever and ever amen
'B000002BTF,under these rocks &amp; stones
'B000002BSG,travelling without moving
'B000002BZ6,songs from northern britain
'B000002BVN,blood on the dance floor: history in the mix
'B000002BZA,one night with you: the best of love vol. 2
'B000002BRB,unimaginable life
'B000002BZD,good feeling
'B000002BSF,enjoy incubus
'B000002C2E,time out of mind
'B000002CK8,everybody's free (to feel good) (6-tracks)
'B000002CYD,space cowboy
'B000002D0L,jeremy / footsteps / yellow ledbetter
'B000002D8K,cosmic girl
'B000002DHT,la muerte de la gallero
'B000002DWY,de cara al viento
'B000002ETM,de nina a mujer
'B000002G0O,99.9 f&deg;
'B000002G1R,the icon is love
'B000002G2R,fields of gold: the best of sting 1984-1994
'B000002G3A,living under june
'B000002G57,wes montgomery - greatest hits
'B000002G5S,quincy jones - greatest hits
'B000002G6J,wave
'B000002G3L,deadsexy
'B000002G4M,expecting to fly
'B000002G7G,the velvet underground
'B000002G1T,tuesday night music club
'B000002G8T,say it loud: i'm black and i'm proud
'B000002G8H,slowhand
'B000002G97,passion and fire
'B000002G77,foundations of funk: a brand new bag: 1964-1969
'B000002G9T,second contribution
'B000002G6Z,try me
'B000002GA9,whipped cream &amp; other delights
'B000002G6X,please please please
'B000002GAS,worlds away
'B000002GAF,brother to brother
'B000002GBH,joan armatrading
'B000002GAG,blam
'B000002GC0,caliente
'B000002G50,joan baez - greatest hits
'B000002GBL,cool for cats
'B000002GA0,right on time
'B000002GCF,the best of gino vannelli
'B000002G8S,if it makes you happy / keep on growing
'B000002GE7,singles 45's and under
'B000002GDP,track record
'B000002GC2,the dude
'B000002GC5,only a lad
'B000002GC4,sounds &amp; stuff like that
'B000002GDL,into the fire
'B000002GDO,walk under ladders
'B000002GE1,night &amp; day
'B000002GCO,show some emotion
'B000002GAC,mona bone jakon
'B000002GDF,tour de force
'B000002GF0,light up the night
'B000002GHS,get here
'B000002GFW,teaser and the firecat
'B000002GFU,tea for the tillerman
'B000002GHJ,babylon and on
'B000002GIG,blaze of glory
'B000002GFQ,lovelines
'B000002GIY,hearts &amp; flowers
'B000002GGU,reckless
'B000002GHB,solitude standing
'B000002GJK,warm your heart
'B000002GKE,square the circle
'B000002GLI,live live live
'B000002GK7,finally-ce ce peniston
'B000002GK1,badmotorfinger
'B000002GQI,to our children's children's children
'B000002GQK,every good boy deserves favour
'B000002GHG,the right night and barry white
'B000002GKT,rockin the fillmore
'B000002GL7,from every stage
'B000002GXO,on the border
'B000002GQE,days of future passed
'B000002GXQ,verities &amp; balderdash
'B000002GYW,desperado
'B000002GXD,shake it up
'B000002GXG,don juans reckless daughter
'B000002GX2,hold out
'B000002GZ1,butterfield blues band
'B000002GYQ,for the roses
'B000002GYN,eagles
'B000002GYL,jackson browne (saturate before using)
'B000002GVS,their greatest hits 1971-1975
'B000002GXC,come morning
'B000002H1C,greatest hits 2
'B000002GXU,late for the sky
'B000002GQH,on the threshold of a dream
'B000002H1H,lawyers in love
'B000002H46,dance band on the titanic
'B000002GWZ,the long run
'B000002GJB,heart in motion
'B000002H36,shirley murdock
'B000002H3D,lives in the balance
'B000002GX3,panorama
'B000002H1T,heartbeat city
'B000002H2J,first and last and always
'B000002GXX,one of these nights
'B000002GXL,court and spark
'B000002H6Z,something real
'B000002GVW,pretender
'B000002H7I,crossroads
'B000002H6L,workers playtime
'B000002H94,one believer
'B000002H84,mecca &amp; the soul brother
'B000002H58,floodland
'B000002H49,portrait gallery
'B000002H8I,future without a past
'B000002HB0,pod
'B000002HAJ,wish
'B000002H72,doolittle
'B000002H8B,world clique
'B000002HAH,come on pilgrim
'B000002HCQ,angel in the house
'B000002H9V,matters of the heart
'B000002H8H,shortstop
'B000002HCV,take a look
'B000002H9B,good to be back
'B000002HAU,grace in gravity
'B000002HBR,revenge of the goldfish
'B000002HBA,experience
'B000002HB7,right time
'B000002H8P,vision thing
'B000002HG2,mars audiac quintet
'B000002HCM,frank black
'B000002HF0,teenager of the year
'B000002HDG,last splash
'B000002HFN,this perfect world
'B000002HGD,everything is wrong
'B000002HAL,infinity within
'B000002HDL,dewdrops in the garden
'B000002HHP,do you wanna ride?
'B000002H4A,on the road to kingdom come
'B000002HKC,new beginning
'B000002HM0,12 golden country greats
'B000002HK2,emperor tomato ketchup
'B000002HN0,presents author unknown
'B000002HKA,silk
'B000002HKW,dancefloor oddities &amp; sampladelic relics
'B000002HKU,looking east
'B000002HJF,the rhythm of the night
'B000002HM6,high/low
'B000002HRC,levert sweat gill
'B000002HQD,buffalo springfield
'B000002HQ3,dots &amp; loops
'B000002HOX,scouts honor by way of blood
'B000002HOD,built to last
'B000002HQY,next voice you hear: the best of jackson browne
'B000002I2W,true stories &amp; other dreams
'B000002I4U,the genius of ray charles
'B000002I2R,heads &amp; tales
'B000002I60,chapter two
'B000002I55,free jazz
'B000002I5L,memphis underground
'B000002I64,quiet fire
'B000002I95,abandoned luncheonette
'B000002I5C,at the village gate
'B000002I3M,push push (featuring duane allman)
'B000002I8D,face value
'B000002I9H,peter gabriel
'B000002I8W,coming out
'B000002IHL,aretha's jazz
'B000002IG4,hello i must be going
'B000002II2,vocalese
'B000002IIO,live at last
'B000002IH5,the dock of the bay
'B000002IHQ,no jacket required
'B000002IHD,otis blue
'B000002IH3,pain in my heart
'B000002I7U,pithecanthropus erectus
'B000002IJG,30 greatest hits - aretha franklin (2 discs)
'B000002IIQ,c'est chic
'B000002IIL,change of the century
'B000002IH8,immortal otis redding
'B000002IM3,just between us
'B000002I2O,living
'B000002IOW,presto
'B000002INL,the drifters - all-time greatest hits &amp; more: 1959-1965
'B000002IO0,soul brothers: soul meeting (2cd)
'B000002IPC,born to sing
'B000002IP1,but seriously
'B000002INP,beaches: original soundtrack recording
'B000002IR5,walking the dog
'B000002IHR,no jacket required [audio cassette]
'B000002IOT,attitude
'B000002IR9,king &amp; queen
'B000002IQ9,serious hits live
'B000002ING,just coolin'
'B000002IS8,set the night to music
'B000002IRM,roll the bones
'B000002ITU,crucify
'B000002IT2,little earthquakes
'B000002IR7,green onions
'B000002IQI,marc cohn
'B000002IRW,the birth of soul : the complete atlantic rhythm &amp; blues recordings 1952-1959
'B000002IYI,all-4-one
'B000002IVZ,massive blur
'B000002IXU,under the pink
'B000002J13,fun
'B000002IYU,roberta
'B000002J11,stranger than fiction
'B000002IXB,both sides
'B000002IWU,houdini
'B000002IWQ,counterparts
'B000002J2Z,stoner witch
'B000002J2S,pieces of you
'B000002J5R,blue lights in the basement
'B000002J4R,now in a minute
'B000002J90,duncan sheik
'B000002J5U,killing me softly
'B000002J4D,and the music speaks
'B000002J5S,first take
'B000002J88,boys for pele
'B000002JB5,power of touch the
'B000002JAM,jennifer love hewitt
'B000002JB1,blessed quietness - a collection of hymns spirituals and carols
'B000002JB3,dance into the light
'B000002JAI,test for echo
'B000002J9V,get on up &amp; dance
'B000002JBB,hey jupiter
'B000002JKT,dangerous
'B000002J8Y,stag
'B000002JJU,avant-garde
'B000002JKU,back to back
'B000002JKX,last time around
'B000002JO0,sings soul ballads
'B000002JOY,remix to sing
'B000002JSA,scratch the surface
'B000002JS4,groove on
'B000002JPE,men at large
'B000002JQR,straight up sewaside
'B000002JN4,no one can do it better
'B000002JN6,michel'le
'B000002JVO,immortal
'B000002JV1,conspiracy (pa)
'B000002JO2,the otis redding dictionary of soul : complete &amp; unbelievable
'B000002KAP,roots
'B000002JOP,private line
'B000002K9P,francis albert sinatra &amp; antonio carlos jobim
'B000002KBB,love it to death
'B000002KC2,sundown
'B000002KDB,pieces of the sky
'B000002KC4,paradise &amp; lunch
'B000002KCO,chicken skin music
'B000002KBA,in rock
'B000002KC5,good old boys
'B000002KBR,need of love
'B000002KBK,earth wind &amp; fire
'B000002KE5,school's out
'B000002KBW,into the purple valley
'B000002KE4,bump city
'B000002KEI,who do we think we are
'B000002KEJ,tower of power
'B000002KGC,live &amp; in living color
'B000002KD5,fleetwood mac
'B000002KHB,machine head
'B000002KF2,back to oakland
'B000002KHQ,seals &amp; crofts: greatest hits
'B000002KH1,in full bloom
'B000002KEV,made in japan
'B000002KEN,billion dollar babies
'B000002KGE,we've got a live one here
'B000002KJ4,chaka
'B000002KE7,summer breeze
'B000002KFT,gorilla
'B000002KIH,champagne charlie
'B000002KH3,van halen
'B000002KFV,dream weaver
'B000002KGI,double time
'B000002KIP,thanks i'll eat it here
'B000002KK1,tiger in the rain
'B000002KJY,livin' inside your love
'B000002KEP,dixie chicken
'B000002KLC,freedom of choice
'B000002KKD,b-52's
'B000002KL7,pirates
'B000002KKX,christopher cross
'B000002KKN,prince
'B000002KNM,big science
'B000002KLM,wild planet
'B000002KLX,borderline
'B000002KLZ,fleetwood mac: live
'B000002KFN,urban renewal
'B000002KK2,rickie lee jones
'B000002KNL,marshall crenshaw
'B000002KMI,the george benson collection
'B000002KNO,diver down
'B000002KJ1,q: are we not men
'B000002KNG,beautiful vision
'B000002KNE,slide area
'B000002KME,pretenders 2
'B000002KO5,crocodiles
'B000002KOQ,ladies of the canyon
'B000002KN3,tom tom club
'B000002KLL,zapp
